DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB02,1,1986,7,28,000a,tu,,02,20.34,0.74,13.07,60.42,,
PAB02,1,1986,7,28,000a,tu,,03,17.46,3.66,8.27,63.74,,
PAB02,1,1986,7,28,000a,tu,,04,22.76,1.22,13.16,51.82,,
PAB02,1,1986,7,28,000a,tu,,05,11.97,3.09,5.27,54.66,,
PAB02,1,1986,7,28,000a,tu,,06,28.91,2.45,19.47,61.62,,
PAB02,1,1986,7,28,000a,tu,,07,21.74,1.24,13.09,45.16,,
PAB02,1,1986,7,28,000a,tu,,08,18.02,28.40,13.45,62.54,,
PAB02,1,1986,7,28,000a,tu,,09,25.61,10.11,24.32,47.82,,
PAB02,1,1986,7,28,000a,tu,,10,26.28,9.98,14.98,64.95,,
PAB02,1,1986,7,28,000a,tu,,11,30.60,12.53,15.75,51.87,,
PAB02,1,1986,7,28,000a,tu,,12,27.27,0.89,16.14,64.51,,
PAB02,1,1986,7,28,000a,tu,,13,29.06,5.32,12.77,64.45,,
PAB02,1,1986,7,28,000a,tu,,14,22.46,41.60,13.49,69.97,,
PAB02,1,1986,7,28,000a,tu,,15,34.10,5.39,17.99,81.28,,
PAB02,1,1986,7,28,000a,tu,,16,36.85,9.37,21.02,66.45,,
PAB02,1,1986,7,28,000a,tu,,17,18.52,21.96,14.52,109.07,,
PAB02,1,1986,7,28,000a,tu,,18,18.05,6.53,10.06,69.86,,
PAB02,1,1986,7,28,000a,tu,,19,27.86,5.60,27.40,122.34,,
PAB02,1,1986,7,28,000a,tu,,20,16.84,5.50,11.05,110.03,,
PAB02,1,1986,7,28,001a,tu,,01,18.00,0.19,3.62,,,
PAB02,1,1986,7,28,001a,tu,,02,18.00,0.63,4.98,,,
PAB02,1,1986,7,28,001a,tu,,03,33.66,6.21,7.16,,,
PAB02,1,1986,7,28,001a,tu,,04,17.48,0.00,5.85,,,
PAB02,1,1986,7,28,001a,tu,,05,19.80,1.57,5.07,,,
PAB02,1,1986,7,28,001a,tu,,06,25.63,2.88,4.12,,,
PAB02,1,1986,7,28,001a,tu,,07,18.33,2.37,5.12,,,
PAB02,1,1986,7,28,001a,tu,,08,21.33,0.45,3.82,,,
PAB02,1,1986,7,28,001a,tu,,09,25.45,5.53,5.94,,,
PAB02,1,1986,7,28,001a,tu,,10,26.55,0.00,7.25,,,
PAB02,1,1986,7,28,001a,tu,,11,31.36,0.00,7.09,,,
PAB02,1,1986,7,28,001a,tu,,12,24.20,0.00,6.35,,,
PAB02,1,1986,7,28,001a,tu,,13,28.56,0.00,6.72,,,
PAB02,1,1986,7,28,001a,tu,,14,20.73,2.86,5.99,,,
PAB02,1,1986,7,28,001a,tu,,15,21.17,0.00,6.84,,,
PAB02,1,1986,7,28,001a,tu,,16,23.48,2.48,4.86,,,
PAB02,1,1986,7,28,001a,tu,,17,24.23,1.17,8.34,,,
PAB02,1,1986,7,28,001a,tu,,18,28.29,26.06,6.34,,,
PAB02,1,1986,7,28,001a,tu,,19,21.84,4.07,11.69,,,
PAB02,1,1986,7,28,001a,tu,,20,25.34,0.00,5.16,,,
PAB02,1,1986,8,11,000a,tu,,01,27.33,14.59,12.67,110.04,,
PAB02,1,1986,8,11,000a,tu,,02,42.60,0.14,15.21,127.32,,
PAB02,1,1986,8,11,000a,tu,,03,38.14,5.97,10.16,88.23,,
PAB02,1,1986,8,11,000a,tu,,04,19.76,10.44,8.40,50.25,,
PAB02,1,1986,8,11,000a,tu,,05,19.19,3.67,13.25,62.90,,
PAB02,1,1986,8,11,000a,tu,,06,28.67,3.91,14.92,59.34,,
PAB02,1,1986,8,11,000a,tu,,07,34.22,1.47,11.94,62.87,,
PAB02,1,1986,8,11,000a,tu,,08,34.24,3.69,21.33,119.98,,
PAB02,1,1986,8,11,000a,tu,,09,36.60,4.07,17.03,67.38,,
PAB02,1,1986,8,11,000a,tu,,10,28.00,4.49,16.12,97.51,,
PAB02,1,1986,8,11,000a,tu,,11,20.76,1.87,9.26,77.72,,
PAB02,1,1986,8,11,000a,tu,,12,19.50,2.59,14.08,94.02,,
PAB02,1,1986,8,11,000a,tu,,13,19.76,3.47,11.55,58.61,,
PAB02,1,1986,8,11,000a,tu,,14,35.80,6.78,19.98,88.44,,
PAB02,1,1986,8,11,000a,tu,,15,12.82,5.42,8.14,106.01,,
PAB02,1,1986,8,11,000a,tu,,16,40.55,9.41,11.60,70.73,,
PAB02,1,1986,8,11,000a,tu,,17,22.43,16.93,10.49,133.76,,
PAB02,1,1986,8,11,000a,tu,,18,23.02,0.86,6.95,99.54,,
PAB02,1,1986,8,11,000a,tu,,19,20.76,5.48,9.91,85.18,,
PAB02,1,1986,8,11,000a,tu,,20,30.89,1.65,17.44,89.96,,
PAB02,1,1986,8,11,001a,tu,,01,38.60,0.20,11.46,,,
PAB02,1,1986,8,11,001a,tu,,02,32.53,0.07,7.93,,,
PAB02,1,1986,8,11,001a,tu,,03,31.21,10.03,14.10,,,
PAB02,1,1986,8,11,001a,tu,,04,37.07,0.60,7.92,,,
PAB02,1,1986,8,11,001a,tu,,05,19.02,0.00,5.20,,,
PAB02,1,1986,8,11,001a,tu,,06,29.16,1.84,8.00,,,
PAB02,1,1986,8,11,001a,tu,,07,28.66,2.08,13.75,,,
PAB02,1,1986,8,11,001a,tu,,08,24.45,0.31,8.21,,,
PAB02,1,1986,8,11,001a,tu,,09,32.62,0.00,9.73,,,
PAB02,1,1986,8,11,001a,tu,,10,25.20,0.00,7.49,,,
PAB02,1,1986,8,11,001a,tu,,11,32.20,3.57,6.19,,,
PAB02,1,1986,8,11,001a,tu,,12,31.63,0.96,2.99,,,
PAB02,1,1986,8,11,001a,tu,,13,21.69,0.53,6.05,,,
PAB02,1,1986,8,11,001a,tu,,14,34.63,0.00,19.70,,,
PAB02,1,1986,8,11,001a,tu,,15,28.11,3.25,11.42,,,
PAB02,1,1986,8,11,001a,tu,,16,19.87,0.00,12.62,,,
PAB02,1,1986,8,11,001a,tu,,17,32.36,19.30,13.55,,,
PAB02,1,1986,8,11,001a,tu,,18,29.35,0.00,11.20,,,
PAB02,1,1986,8,11,001a,tu,,19,30.60,5.57,12.49,,,
PAB02,1,1986,8,11,001a,tu,,20,27.05,3.69,8.84,,,
PAB02,1,1986,8,25,001a,tu,,01,23.01,1.86,4.86,,,
PAB02,1,1986,8,25,001a,tu,,02,4.27,0.00,9.21,,,
PAB02,1,1986,8,25,001a,tu,,03,25.76,0.26,7.30,,,
PAB02,1,1986,8,25,001a,tu,,04,46.03,1.29,8.06,,,
PAB02,1,1986,8,25,001a,tu,,05,19.64,2.35,8.53,,,
PAB02,1,1986,8,25,001a,tu,,06,42.81,0.60,8.49,,,
PAB02,1,1986,8,25,001a,tu,,07,17.49,1.33,2.90,,,
PAB02,1,1986,8,25,001a,tu,,08,22.73,0.10,7.51,,,
PAB02,1,1986,8,25,001a,tu,,09,34.34,0.11,9.01,,,
PAB02,1,1986,8,25,001a,tu,,10,22.81,0.24,3.17,,,
PAB02,1,1986,8,25,001a,tu,,11,40.29,0.12,8.67,,,
PAB02,1,1986,8,25,001a,tu,,12,41.59,0.00,6.82,,,
PAB02,1,1986,8,25,001a,tu,,13,33.16,1.05,14.11,,,
PAB02,1,1986,8,25,001a,tu,,14,35.34,0.00,10.80,,,
PAB02,1,1986,8,25,001a,tu,,15,61.01,2.93,24.13,,,
PAB02,1,1986,8,25,001a,tu,,16,38.08,0.00,14.32,,,
PAB02,1,1986,8,25,001a,tu,,17,34.49,0.33,7.07,,,
PAB02,1,1986,8,25,001a,tu,,18,36.95,0.01,18.05,,,
PAB02,1,1986,8,25,001a,tu,,19,17.57,0.00,6.22,,,
PAB02,1,1986,8,25,001a,tu,,20,38.08,2.68,9.55,,,
PAB02,1,1986,8,25,000a,tu,,01,46.94,2.38,8.43,76.72,,
PAB02,1,1986,8,25,000a,tu,,02,30.66,2.38,8.75,103.67,,
PAB02,1,1986,8,25,000a,tu,,03,23.01,11.30,16.24,86.92,,
PAB02,1,1986,8,25,000a,tu,,04,25.48,4.88,16.01,77.11,,
PAB02,1,1986,8,25,000a,tu,,05,17.71,2.01,11.01,151.05,,
PAB02,1,1986,8,25,000a,tu,,06,7.02,0.87,1.44,75.79,,
PAB02,1,1986,8,25,000a,tu,,07,13.19,0.87,3.72,67.32,,
PAB02,1,1986,8,25,000a,tu,,08,20.07,0.35,4.28,57.91,,
PAB02,1,1986,8,25,000a,tu,,09,53.51,4.26,19.98,76.98,,
PAB02,1,1986,8,25,000a,tu,,10,21.38,0.00,5.25,87.11,,
PAB02,1,1986,8,25,000a,tu,,11,22.70,1.55,9.22,82.60,,
PAB02,1,1986,8,25,000a,tu,,12,21.03,1.28,12.00,44.93,,
PAB02,1,1986,8,25,000a,tu,,13,23.26,5.72,8.88,79.70,,
PAB02,1,1986,8,25,000a,tu,,14,46.61,17.58,32.45,109.79,,
PAB02,1,1986,8,25,000a,tu,,15,23.15,1.40,12.34,51.54,,
PAB02,1,1986,8,25,000a,tu,,16,29.13,9.06,9.98,68.86,,
PAB02,1,1986,8,25,000a,tu,,17,10.75,15.21,2.53,81.97,,
PAB02,1,1986,8,25,000a,tu,,18,19.33,24.06,17.07,88.89,,
PAB02,1,1986,8,25,000a,tu,,19,18.02,1.70,13.49,84.94,,
PAB02,1,1986,8,25,000a,tu,,20,20.34,0.21,10.48,53.66,,
PAB02,1,1986,9,8,000a,tu,,01,44.92,2.07,41.17,,,
PAB02,1,1986,9,8,000a,tu,,02,23.16,0.92,40.23,62.24,,
PAB02,1,1986,9,8,000a,tu,,03,33.77,4.69,27.01,29.58,,
PAB02,1,1986,9,8,000a,tu,,04,18.90,5.83,2.28,32.23,,
PAB02,1,1986,9,8,000a,tu,,05,25.30,0.89,19.52,42.13,,
PAB02,1,1986,9,8,000a,tu,,06,10.81,0.43,6.11,63.75,,
PAB02,1,1986,9,8,000a,tu,,07,17.33,0.87,0.76,51.99,,
PAB02,1,1986,9,8,000a,tu,,08,24.18,0.59,12.92,73.49,,
PAB02,1,1986,9,8,000a,tu,,09,37.15,0.00,12.68,108.44,,
PAB02,1,1986,9,8,000a,tu,,10,17.57,0.00,6.21,98.85,,
PAB02,1,1986,9,8,000a,tu,,11,17.33,0.67,17.56,43.62,,
PAB02,1,1986,9,8,000a,tu,,12,27.93,10.65,31.91,52.75,,
PAB02,1,1986,9,8,000a,tu,,13,24.89,4.43,21.35,45.58,,
PAB02,1,1986,9,8,000a,tu,,14,22.63,2.09,15.80,73.07,,
PAB02,1,1986,9,8,000a,tu,,15,29.92,6.16,15.89,101.92,,
PAB02,1,1986,9,8,000a,tu,,16,16.03,14.39,9.03,46.44,,
PAB02,1,1986,9,8,000a,tu,,17,11.18,15.32,9.64,153.95,,
PAB02,1,1986,9,8,000a,tu,,18,23.13,3.81,10.70,62.00,,
PAB02,1,1986,9,8,000a,tu,,19,41.78,2.67,18.70,105.43,,
PAB02,1,1986,9,8,000a,tu,,20,29.32,5.73,13.96,62.26,,
PAB02,1,1986,9,8,001a,tu,,01,16.19,1.53,9.85,,,
PAB02,1,1986,9,8,001a,tu,,02,29.22,0.02,14.00,,,
PAB02,1,1986,9,8,001a,tu,,03,24.61,0.00,10.26,,,
PAB02,1,1986,9,8,001a,tu,,04,29.68,0.10,0.11,,,
PAB02,1,1986,9,8,001a,tu,,05,31.12,1.44,8.02,,,
PAB02,1,1986,9,8,001a,tu,,06,31.75,0.18,5.33,,,
PAB02,1,1986,9,8,001a,tu,,07,28.03,1.08,7.58,,,
PAB02,1,1986,9,8,001a,tu,,08,31.43,0.83,10.09,,,
PAB02,1,1986,9,8,001a,tu,,09,18.80,0.83,4.83,,,
PAB02,1,1986,9,8,001a,tu,,10,28.34,0.67,7.89,,,
PAB02,1,1986,9,8,001a,tu,,11,28.29,0.26,6.17,,,
PAB02,1,1986,9,8,001a,tu,,12,31.04,0.00,6.95,,,
PAB02,1,1986,9,8,001a,tu,,13,36.74,3.96,6.73,,,
PAB02,1,1986,9,8,001a,tu,,14,28.87,4.45,8.69,,,
PAB02,1,1986,9,8,001a,tu,,15,27.68,0.29,19.67,,,
PAB02,1,1986,9,8,001a,tu,,16,39.00,0.76,14.30,,,
PAB02,1,1986,9,8,001a,tu,,17,22.64,0.11,9.94,,,
PAB02,1,1986,9,8,001a,tu,,18,31.81,1.17,16.79,,,
PAB02,1,1986,9,8,001a,tu,,19,41.88,0.00,12.31,,,
PAB02,1,1986,9,8,001a,tu,,20,25.21,3.79,10.70,,,
PAB02,1,1986,9,22,000a,tu,,01,30.33,0.85,9.28,56.34,,
PAB02,1,1986,9,22,000a,tu,,02,9.97,2.67,10.66,59.11,,
PAB02,1,1986,9,22,000a,tu,,03,23.49,7.99,7.81,76.11,,
PAB02,1,1986,9,22,000a,tu,,04,23.44,2.47,13.66,97.87,,
PAB02,1,1986,9,22,000a,tu,,05,23.85,0.16,8.11,5.49,,
PAB02,1,1986,9,22,000a,tu,,06,18.35,0.27,9.57,76.94,,
PAB02,1,1986,9,22,000a,tu,,07,16.92,4.98,10.08,69.38,,
PAB02,1,1986,9,22,000a,tu,,08,15.11,3.22,14.34,69.99,,
PAB02,1,1986,9,22,000a,tu,,09,19.25,0.62,5.78,120.68,,
PAB02,1,1986,9,22,000a,tu,,10,21.21,9.52,9.08,113.34,,
PAB02,1,1986,9,22,000a,tu,,11,6.87,1.22,30.59,12.30,,
PAB02,1,1986,9,22,000a,tu,,12,41.12,1.48,29.60,42.72,,
PAB02,1,1986,9,22,000a,tu,,13,8.35,3.13,40.34,33.12,,
PAB02,1,1986,9,22,000a,tu,,14,0.16,0.31,26.68,22.15,,
PAB02,1,1986,9,22,000a,tu,,15,20.02,3.62,29.40,14.91,,
PAB02,1,1986,9,22,000a,tu,,16,14.18,14.69,13.90,36.09,,
PAB02,1,1986,9,22,000a,tu,,17,27.24,12.37,13.22,35.22,,
PAB02,1,1986,9,22,000a,tu,,18,11.47,18.89,12.57,22.34,,
PAB02,1,1986,9,22,000a,tu,,19,10.11,5.40,34.95,67.55,,
PAB02,1,1986,9,22,000a,tu,,20,21.67,3.36,36.43,74.00,,
PAB02,1,1986,9,22,001a,tu,,01,27.65,0.50,13.18,,,
PAB02,1,1986,9,22,001a,tu,,02,29.25,1.24,10.91,,,
PAB02,1,1986,9,22,001a,tu,,03,30.57,1.76,9.85,,,
PAB02,1,1986,9,22,001a,tu,,04,23.14,0.93,10.05,,,
PAB02,1,1986,9,22,001a,tu,,05,37.76,0.30,12.82,,,
PAB02,1,1986,9,22,001a,tu,,06,43.42,0.56,7.79,,,
PAB02,1,1986,9,22,001a,tu,,07,26.06,0.07,10.22,,,
PAB02,1,1986,9,22,001a,tu,,08,29.16,0.36,15.75,,,
PAB02,1,1986,9,22,001a,tu,,09,27.49,0.00,10.22,,,
PAB02,1,1986,9,22,001a,tu,,10,30.25,0.35,12.12,,,
PAB02,1,1986,9,22,001a,tu,,11,32.73,0.38,11.57,,,
PAB02,1,1986,9,22,001a,tu,,12,16.06,0.00,5.07,,,
PAB02,1,1986,9,22,001a,tu,,13,33.06,0.51,10.52,,,
PAB02,1,1986,9,22,001a,tu,,14,14.26,0.03,8.66,,,
PAB02,1,1986,9,22,001a,tu,,15,15.51,1.27,13.14,,,
PAB02,1,1986,9,22,001a,tu,,16,19.92,0.09,9.62,,,
PAB02,1,1986,9,22,001a,tu,,17,32.11,0.00,11.08,,,
PAB02,1,1986,9,22,001a,tu,,18,24.93,0.00,10.73,,,
PAB02,1,1986,9,22,001a,tu,,19,29.47,0.00,11.04,,,
PAB02,1,1986,9,22,001a,tu,,20,22.83,1.59,9.45,,,
PAB02,1,1987,5,19,001a,ir,  ,01,14.11,2.40,0.15,,,
PAB02,1,1987,5,19,001a,ir,  ,02,16.08,0.73,0.78,,,
PAB02,1,1987,5,19,001a,ir,  ,03,14.89,0.59,0.22,,,
PAB02,1,1987,5,19,001a,ir,  ,04,16.52,2.57,0.13,,,
PAB02,1,1987,5,19,001a,ir,  ,05,10.24,0.00,0.15,,,
PAB02,1,1987,5,19,001a,ir,  ,06,13.29,11.64,0.24,,,
PAB02,1,1987,5,19,001a,ir,  ,07,10.38,0.31,0.24,,,
PAB02,1,1987,5,19,001a,ir,  ,08,18.46,0.87,0.08,,,
PAB02,1,1987,5,19,001a,ir,  ,09,12.72,1.28,0.00,,,
PAB02,1,1987,5,19,001a,ir,  ,10,17.29,0.34,0.38,,,
PAB02,1,1987,5,19,001a,ir,  ,11,14.28,0.10,0.31,,,
PAB02,1,1987,5,19,001a,ir,  ,12,19.12,0.03,0.27,,,
PAB02,1,1987,5,19,001a,ir,  ,13,16.43,1.02,0.01,,,
PAB02,1,1987,5,19,001a,ir,  ,14,6.17,1.08,1.30,,,
PAB02,1,1987,5,19,001a,ir,  ,15,12.83,0.08,0.63,,,
PAB02,1,1987,5,19,001a,ir,  ,16,6.88,2.27,0.02,,,
PAB02,1,1987,5,19,001a,ir,  ,17,12.83,2.84,0.05,,,
PAB02,1,1987,5,19,001a,ir,  ,18,14.26,3.18,0.36,,,
PAB02,1,1987,5,19,001a,ir,  ,19,14.77,0.00,0.27,,,
PAB02,1,1987,5,19,001a,ir,  ,20,16.35,0.00,0.20,,,
PAB02,1,1987,5,19,000a,ir,  ,01,13.77,1.21,22.29,73.84,,
PAB02,1,1987,5,19,000a,ir,  ,02,7.28,0.30,6.20,74.33,,
PAB02,1,1987,5,19,000a,ir,  ,03,6.46,1.07,11.62,48.65,,
PAB02,1,1987,5,19,000a,ir,  ,04,6.74,0.06,6.16,72.42,,
PAB02,1,1987,5,19,000a,ir,  ,05,6.36,0.20,5.94,43.40,,
PAB02,1,1987,5,19,000a,ir,  ,06,8.66,1.67,7.91,33.70,,
PAB02,1,1987,5,19,000a,ir,  ,07,5.64,0.89,33.72,66.56,,
PAB02,1,1987,5,19,000a,ir,  ,08,10.99,12.87,11.40,60.83,,
PAB02,1,1987,5,19,000a,ir,  ,09,10.24,0.63,13.45,41.69,,
PAB02,1,1987,5,19,000a,ir,  ,10,6.88,0.00,20.72,90.06,,
PAB02,1,1987,5,19,000a,ir,  ,11,6.69,0.21,5.56,72.12,,
PAB02,1,1987,5,19,000a,ir,  ,12,9.13,0.30,24.37,61.01,,
PAB02,1,1987,5,19,000a,ir,  ,13,4.66,0.83,12.03,71.33,,
PAB02,1,1987,5,19,000a,ir,  ,14,6.81,18.83,45.87,83.67,,
PAB02,1,1987,5,19,000a,ir,  ,15,7.53,2.02,7.56,69.41,,
PAB02,1,1987,5,19,000a,ir,  ,16,9.02,1.11,23.81,79.96,,
PAB02,1,1987,5,19,000a,ir,  ,17,2.27,0.23,2.90,73.64,,
PAB02,1,1987,5,19,000a,ir,  ,18,6.57,3.86,12.60,95.70,,
PAB02,1,1987,5,19,000a,ir,  ,19,6.47,0.92,7.79,60.99,,
PAB02,1,1987,5,19,000a,ir,  ,20,8.24,12.38,17.45,98.60,,
PAB02,1,1987,6,1,001a,ir,  ,01,22.57,41.37,1.24,,,
PAB02,1,1987,6,1,001a,ir,  ,02,17.35,5.71,0.75,,,
PAB02,1,1987,6,1,001a,ir,  ,03,21.64,0.14,0.82,,,
PAB02,1,1987,6,1,001a,ir,  ,04,19.58,1.96,0.49,,,
PAB02,1,1987,6,1,001a,ir,  ,05,22.43,0.22,0.34,,,
PAB02,1,1987,6,1,001a,ir,  ,06,19.83,0.12,0.58,,,
PAB02,1,1987,6,1,001a,ir,  ,07,18.74,0.53,2.82,,,
PAB02,1,1987,6,1,001a,ir,  ,08,18.76,0.24,1.03,,,
PAB02,1,1987,6,1,001a,ir,  ,09,23.48,0.00,0.45,,,
PAB02,1,1987,6,1,001a,ir,  ,10,18.90,1.01,0.91,,,
PAB02,1,1987,6,1,001a,ir,  ,11,18.56,0.00,0.49,,,
PAB02,1,1987,6,1,001a,ir,  ,12,14.69,0.76,9.16,,,
PAB02,1,1987,6,1,001a,ir,  ,13,29.41,0.30,2.28,,,
PAB02,1,1987,6,1,001a,ir,  ,14,18.55,0.60,3.52,,,
PAB02,1,1987,6,1,001a,ir,  ,15,8.43,0.68,3.95,,,
PAB02,1,1987,6,1,001a,ir,  ,16,19.61,0.42,1.64,,,
PAB02,1,1987,6,1,001a,ir,  ,17,23.72,4.40,4.76,,,
PAB02,1,1987,6,1,001a,ir,  ,18,26.43,13.61,2.17,,,
PAB02,1,1987,6,1,001a,ir,  ,19,21.13,3.44,5.79,,,
PAB02,1,1987,6,1,001a,ir,  ,20,22.29,0.00,3.39,,,
PAB02,1,1987,6,1,000a,ir,  ,01,18.00,4.25,18.98,59.43,,
PAB02,1,1987,6,1,000a,ir,  ,02,20.12,0.13,19.17,96.97,,
PAB02,1,1987,6,1,000a,ir,  ,03,23.89,0.34,20.61,76.55,,
PAB02,1,1987,6,1,000a,ir,  ,04,13.99,0.32,13.53,67.87,,
PAB02,1,1987,6,1,000a,ir,  ,05,10.60,0.59,18.72,58.22,,
PAB02,1,1987,6,1,000a,ir,  ,06,11.90,0.00,6.42,75.82,,
PAB02,1,1987,6,1,000a,ir,  ,07,9.97,26.93,5.93,84.13,,
PAB02,1,1987,6,1,000a,ir,  ,08,16.01,0.72,18.25,87.17,,
PAB02,1,1987,6,1,000a,ir,  ,09,6.90,0.42,24.71,50.96,,
PAB02,1,1987,6,1,000a,ir,  ,10,11.32,0.50,12.43,65.85,,
PAB02,1,1987,6,1,000a,ir,  ,11,16.44,1.16,23.85,89.24,,
PAB02,1,1987,6,1,000a,ir,  ,12,23.41,0.61,24.27,52.72,,
PAB02,1,1987,6,1,000a,ir,  ,13,23.97,0.02,14.65,47.07,,
PAB02,1,1987,6,1,000a,ir,  ,14,6.78,13.32,20.00,70.41,,
PAB02,1,1987,6,1,000a,ir,  ,15,18.65,7.32,13.55,69.31,,
PAB02,1,1987,6,1,000a,ir,  ,16,29.28,0.13,29.31,92.78,,
PAB02,1,1987,6,1,000a,ir,  ,17,11.22,2.46,12.56,58.26,,
PAB02,1,1987,6,1,000a,ir,  ,18,17.18,3.20,16.41,87.69,,
PAB02,1,1987,6,1,000a,ir,  ,19,20.07,2.45,21.90,108.85,,
PAB02,1,1987,6,1,000a,ir,  ,20,17.41,17.27,16.66,45.22,,
PAB02,1,1987,6,16,001a,ir,  ,01,33.95,5.60,4.93,,,
PAB02,1,1987,6,16,001a,ir,  ,02,31.70,5.74,2.04,,,
PAB02,1,1987,6,16,001a,ir,  ,03,27.55,1.17,7.83,,,
PAB02,1,1987,6,16,001a,ir,  ,04,23.71,11.47,3.80,,,
PAB02,1,1987,6,16,001a,ir,  ,05,19.64,1.22,4.31,,,
PAB02,1,1987,6,16,001a,ir,  ,06,20.99,0.71,2.30,,,
PAB02,1,1987,6,16,001a,ir,  ,07,19.37,2.30,2.13,,,
PAB02,1,1987,6,16,001a,ir,  ,08,19.86,0.62,4.90,,,
PAB02,1,1987,6,16,001a,ir,  ,09,27.31,0.36,2.59,,,
PAB02,1,1987,6,16,001a,ir,  ,10,23.14,0.50,8.75,,,
PAB02,1,1987,6,16,001a,ir,  ,11,23.68,0.12,4.48,,,
PAB02,1,1987,6,16,001a,ir,  ,12,27.27,4.74,10.33,,,
PAB02,1,1987,6,16,001a,ir,  ,13,22.67,0.05,5.04,,,
PAB02,1,1987,6,16,001a,ir,  ,14,4.47,0.39,0.25,,,
PAB02,1,1987,6,16,001a,ir,  ,15,24.22,0.36,4.70,,,
PAB02,1,1987,6,16,001a,ir,  ,16,46.02,0.22,7.10,,,
PAB02,1,1987,6,16,001a,ir,  ,17,25.27,0.00,4.37,,,
PAB02,1,1987,6,16,001a,ir,  ,18,24.87,0.75,4.21,,,
PAB02,1,1987,6,16,001a,ir,  ,19,31.38,0.00,10.41,,,
PAB02,1,1987,6,16,001a,ir,  ,20,20.29,0.28,7.40,,,
PAB02,1,1987,6,16,000a,ir,  ,01,37.01,1.35,24.04,56.65,,
PAB02,1,1987,6,16,000a,ir,  ,02,18.05,0.13,9.85,66.82,,
PAB02,1,1987,6,16,000a,ir,  ,03,22.21,0.73,10.66,69.86,,
PAB02,1,1987,6,16,000a,ir,  ,04,21.07,0.43,12.91,53.95,,
PAB02,1,1987,6,16,000a,ir,  ,05,18.42,0.06,11.65,89.63,,
PAB02,1,1987,6,16,000a,ir,  ,06,34.67,0.09,6.87,59.46,,
PAB02,1,1987,6,16,000a,ir,  ,07,19.91,2.09,13.53,50.82,,
PAB02,1,1987,6,16,000a,ir,  ,08,18.33,0.50,28.24,46.03,,
PAB02,1,1987,6,16,000a,ir,  ,09,18.56,1.96,16.28,31.74,,
PAB02,1,1987,6,16,000a,ir,  ,10,20.53,0.06,10.86,69.34,,
PAB02,1,1987,6,16,000a,ir,  ,11,11.90,2.31,7.70,29.01,,
PAB02,1,1987,6,16,000a,ir,  ,12,17.54,1.35,11.77,52.96,,
PAB02,1,1987,6,16,000a,ir,  ,13,30.28,12.58,28.44,41.35,,
PAB02,1,1987,6,16,000a,ir,  ,14,29.82,11.02,26.69,38.07,,
PAB02,1,1987,6,16,000a,ir,  ,15,19.95,10.85,14.90,67.77,,
PAB02,1,1987,6,16,000a,ir,  ,16,29.75,2.18,13.35,51.99,,
PAB02,1,1987,6,16,000a,ir,  ,17,13.73,1.63,9.61,39.29,,
PAB02,1,1987,6,16,000a,ir,  ,18,10.41,0.36,11.22,65.50,,
PAB02,1,1987,6,16,000a,ir,  ,19,10.99,2.62,10.87,43.29,,
PAB02,1,1987,6,16,000a,ir,  ,20,18.33,14.22,11.46,56.02,,
PAB02,1,1987,6,29,001a,ir,  ,01,26.36,1.85,3.23,,,
PAB02,1,1987,6,29,001a,ir,  ,02,31.65,1.42,3.91,,,
PAB02,1,1987,6,29,001a,ir,  ,03,30.58,0.00,2.82,,,
PAB02,1,1987,6,29,001a,ir,  ,04,28.17,8.68,3.38,,,
PAB02,1,1987,6,29,001a,ir,  ,05,24.17,1.28,3.98,,,
PAB02,1,1987,6,29,001a,ir,  ,06,21.56,0.41,3.11,,,
PAB02,1,1987,6,29,001a,ir,  ,07,37.25,3.42,3.02,,,
PAB02,1,1987,6,29,001a,ir,  ,08,38.76,0.20,4.32,,,
PAB02,1,1987,6,29,001a,ir,  ,09,39.52,0.14,3.97,,,
PAB02,1,1987,6,29,001a,ir,  ,10,33.72,0.88,3.90,,,
PAB02,1,1987,6,29,001a,ir,  ,11,41.61,1.19,5.97,,,
PAB02,1,1987,6,29,001a,ir,  ,12,46.84,0.00,7.05,,,
PAB02,1,1987,6,29,001a,ir,  ,13,37.58,2.11,9.95,,,
PAB02,1,1987,6,29,001a,ir,  ,14,16.55,1.53,2.60,,,
PAB02,1,1987,6,29,001a,ir,  ,15,46.27,1.66,5.81,,,
PAB02,1,1987,6,29,001a,ir,  ,16,8.06,0.18,50.39,,,
PAB02,1,1987,6,29,001a,ir,  ,17,26.72,0.22,5.16,,,
PAB02,1,1987,6,29,001a,ir,  ,18,41.47,7.90,4.18,,,
PAB02,1,1987,6,29,001a,ir,  ,19,34.91,4.29,5.88,,,
PAB02,1,1987,6,29,001a,ir,  ,20,32.02,37.58,4.89,,,
PAB02,1,1987,6,29,000a,ir,  ,01,26.96,3.67,11.31,57.76,,
PAB02,1,1987,6,29,000a,ir,  ,02,27.31,0.00,10.84,189.36,,
PAB02,1,1987,6,29,000a,ir,  ,03,39.36,0.31,16.03,112.13,,
PAB02,1,1987,6,29,000a,ir,  ,04,18.62,6.42,12.48,96.13,,
PAB02,1,1987,6,29,000a,ir,  ,05,36.91,1.17,13.51,117.44,,
PAB02,1,1987,6,29,000a,ir,  ,06,27.03,0.43,18.44,54.60,,
