RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY
2002,9,18,001d,tu,d ,5,25.58,0,,0,0
2002,10,9,004b,fl,a ,1,20.88,1.28,,29.15,0
2002,10,9,004b,fl,a ,2,21.68,0.61,,25.65,0
2002,10,9,004b,fl,a ,3,27.38,1.91,,28.19,0
2002,10,9,004b,fl,a ,4,41.23,2.72,,36.53,0
2002,10,9,004b,fl,a ,5,14.91,0.15,,18.96,0
2002,10,9,004b,fl,b ,1,14.32,7.57,,15.05,0
2002,10,9,004b,fl,b ,2,14.21,0.35,,7.81,18.79
2002,10,9,004b,fl,b ,3,25.36,2.94,,19.26,0
2002,10,9,004b,fl,b ,4,13,0.01,,19.77,8.53
2002,10,9,004b,fl,b ,5,17.41,4.87,,11.45,0
2002,10,10,004b,fl,c ,1,40.2,0.44,,39.59,0
2002,10,10,004b,fl,c ,2,32.43,1.06,,52.37,0
2002,10,10,004b,fl,c ,3,24.54,5.41,,51.19,0
2002,10,10,004b,fl,c ,4,14.88,5.28,,47.91,0
2002,10,10,004b,fl,c ,5,20.27,5.01,,36.38,0
2002,10,10,004b,fl,d ,1,20.16,6.6,,27.89,0
2002,10,10,004b,fl,d ,2,28.18,1.69,,33.9,0
2002,10,10,004b,fl,d ,3,14.55,3.43,,29.24,0
2002,10,10,004b,fl,d ,4,26.27,0,,54.73,0
2002,10,10,004b,fl,d ,5,27.19,1.54,,46.97,0
2002,10,10,004b,tu,a ,1,13.18,5.62,,47.16,0
2002,10,10,004b,tu,a ,2,29.68,4.82,,38.54,0
2002,10,10,004b,tu,a ,3,21.41,1.61,,30.09,0
2002,10,10,004b,tu,a ,4,20.65,4.4,,22.01,0
2002,10,10,004b,tu,a ,5,26.3,4.34,,82.23,0
2002,10,10,004b,tu,b ,1,22.5,16.31,,90.63,0
2002,10,10,004b,tu,b ,2,27.44,2.78,,43.97,0
2002,10,10,004b,tu,b ,3,24.88,9.24,,44.28,0
2002,10,10,004b,tu,b ,4,44.41,8.7,,37.61,9.44
2002,10,10,004b,tu,b ,5,18.12,2.8,,53.25,9.36
2002,10,10,004b,tu,c ,1,27.67,14.64,,53.01,3.02
2002,10,10,004b,tu,c ,2,42.91,4.26,,57.65,0
2002,10,10,004b,tu,c ,3,30.3,7.05,,48.52,0
2002,10,10,004b,tu,c ,4,47.23,3.32,,31.65,0
2002,10,10,004b,tu,c ,5,14.91,0.74,,34.1,0
2002,10,10,004b,tu,d ,1,21.64,0.17,,48.63,13.28
2002,10,10,004b,tu,d ,2,28.24,5.62,,46.39,3.73
2002,10,10,004b,tu,d ,3,70.36,5.85,,52.7,0
2002,10,10,004b,tu,d ,4,34.3,1.21,,75,0
2002,10,10,004b,tu,d ,5,4.68,3.2,,38.15,0
2002,9,30,020b,fl,a ,1,30.84,0.74,,48.19,0
2002,9,30,020b,fl,a ,2,41.88,1.56,,43.77,0
2002,9,30,020b,fl,a ,3,29.03,4.34,,60.84,0
2002,9,30,020b,fl,a ,4,19.2,0,,44.27,0
2002,9,30,020b,fl,a ,5,29.87,1.21,,55.11,0
2002,9,30,020b,fl,b ,1,9.27,1.95,,26.54,0
2002,9,30,020b,fl,b ,2,19.84,6.98,,57.55,0
2002,9,30,020b,fl,b ,3,24.76,0.03,,42.6,0
2002,9,30,020b,fl,b ,4,23.98,5.88,,22.78,0
2002,9,30,020b,fl,b ,5,16.32,3.75,,23.22,0
2002,9,30,020b,fl,c ,1,37.99,0,,35.81,11.33
2002,9,30,020b,fl,c ,2,14.27,3.72,,23.44,0
2002,9,30,020b,fl,c ,3,29.72,0.58,,54.31,0
2002,9,30,020b,fl,c ,4,2.2,4.16,,30.36,6
2002,9,30,020b,fl,c ,5,20.73,4.26,,71.37,15.62
2002,9,30,020b,fl,d ,1,15.15,3.61,,33.8,0
2002,9,30,020b,fl,d ,2,6.1,10.05,,38.36,0
2002,9,30,020b,fl,d ,3,13.98,1.15,,59.48,1.4
2002,9,30,020b,fl,d ,4,10.14,3.93,,22.96,0
2002,9,30,020b,fl,d ,5,14.05,7.8,,19.34,1.06
2002,10,1,020b,tu,a ,1,47.05,9.52,,142.32,3.85
2002,10,1,020b,tu,a ,2,9.27,12.03,,28,3.22
2002,10,1,020b,tu,a ,3,34.38,12.72,,81.46,0
2002,10,1,020b,tu,a ,4,37.81,13.38,,86.5,0
2002,10,1,020b,tu,a ,5,22.7,0.86,,28.8,0
2002,10,1,020b,tu,b ,1,45.42,20.68,,50.46,0
2002,10,1,020b,tu,b ,2,7.22,34.14,,28.91,1.99
2002,10,1,020b,tu,b ,3,19.39,24.09,,50.18,0
2002,10,1,020b,tu,b ,4,27.23,10.28,,68.78,0
2002,10,1,020b,tu,b ,5,53.02,0.49,,88.6,0
2002,10,1,020b,tu,c ,1,16.57,5.01,,33.48,0
2002,10,1,020b,tu,c ,2,8.9,5.25,,76.43,0
2002,10,1,020b,tu,c ,3,34.39,2.74,,61.23,0
2002,10,1,020b,tu,c ,4,8.96,9.82,,23.9,0
2002,10,1,020b,tu,c ,5,23.61,4.63,,18.6,0
2002,10,1,020b,tu,d ,1,14.2,59.58,,65.59,16.16
2002,10,1,020b,tu,d ,2,10.24,11.33,,30.14,0.92
2002,10,1,020b,tu,d ,3,61.51,5.57,,55.92,0
2002,10,1,020b,tu,d ,4,19.07,64.75,,66.53,0
2002,10,1,020b,tu,d ,5,10.03,20.26,,43.48,0
2003,9,17,001d,fl,a ,1,24.22,0.69,,0,0
2003,9,17,001d,fl,a ,2,34.84,0.01,,0,0
2003,9,17,001d,fl,a ,3,30.63,1.6,,0,0
2003,9,17,001d,fl,a ,4,18.29,10.64,,0,0
2003,9,17,001d,fl,a ,5,28.06,2.39,,0,0
2003,9,17,001d,fl,b ,1,31.23,3.3,,0,0
2003,9,17,001d,fl,b ,2,28.76,4.97,,0,0
2003,9,17,001d,fl,b ,3,20.77,1.96,,0,0
2003,9,17,001d,fl,b ,4,21.38,10.36,,0,0
2003,9,17,001d,fl,b ,5,28.28,3.67,,0,0
2003,9,17,001d,fl,c ,1,36.18,0.65,,0,0
2003,9,17,001d,fl,c ,2,24.16,3.38,,0,0
2003,9,17,001d,fl,c ,3,29.89,1.13,,0,0
2003,9,17,001d,fl,c ,4,31.85,4.03,,0,0
2003,9,17,001d,fl,c ,5,28.9,0.12,,0,0
2003,9,17,001d,fl,d ,1,22.23,0,,0,0
2003,9,17,001d,fl,d ,2,27.51,6.16,,0,1.17
2003,9,17,001d,fl,d ,3,37.52,0.06,,0,0
2003,9,17,001d,fl,d ,4,27.61,5.1,,0,0
2003,9,17,001d,fl,d ,5,36.45,1.91,,0,0
2003,9,17,001d,tu,a ,1,54.1,9.03,,0,0
2003,9,17,001d,tu,a ,2,45.26,2.43,,0,0
2003,9,17,001d,tu,a ,3,35.65,0.46,,0,0
2003,9,17,001d,tu,a ,4,64.57,3.18,,0,0
2003,9,17,001d,tu,a ,5,33.3,0.08,,0,0
2003,9,17,001d,tu,b ,1,36.31,1.18,,0,0
2003,9,17,001d,tu,b ,2,60.67,0.06,,0,0
2003,9,17,001d,tu,b ,3,38.36,0.56,,0,0
2003,9,17,001d,tu,b ,4,38.07,0.54,,0,0
2003,9,17,001d,tu,b ,5,39.18,2.36,,0,0
2003,9,17,001d,tu,c ,1,55.87,1.19,,0,0
2003,9,17,001d,tu,c ,2,44.69,0.49,,0,0
2003,9,17,001d,tu,c ,3,43.84,0.48,,0,0
2003,9,17,001d,tu,c ,4,50.64,0.15,,0,0
2003,9,17,001d,tu,c ,5,85.32,0.09,,0,0
2003,9,17,001d,tu,d ,1,55.16,3.17,,0,0
2003,9,17,001d,tu,d ,2,43.3,1.36,,0,0
2003,9,17,001d,tu,d ,3,32.64,0,,0,0
2003,9,17,001d,tu,d ,4,57.42,2.22,,0,0
2003,9,17,001d,tu,d ,5,35.98,0.11,,0,0
2003,9,8,004b,fl,a ,1,27.2,0.52,,0,1.57
2003,9,8,004b,fl,a ,2,15.79,8.96,,0,0
2003,9,8,004b,fl,a ,3,23.77,7.39,,0,0.19
2003,9,8,004b,fl,a ,4,22.8,4.96,,0,24.53
2003,9,8,004b,fl,a ,5,19.61,3.25,,0,0
2003,9,8,004b,fl,b ,1,16.84,1.03,,0,0
2003,9,8,004b,fl,b ,2,23.11,0.88,,0,0
2003,9,8,004b,fl,b ,3,19.46,2.12,,0,0
2003,9,8,004b,fl,b ,4,12.84,4.57,,0,0.39
2003,9,8,004b,fl,b ,5,15.63,2.71,,0,0
2003,9,8,004b,fl,c ,1,16.34,27.91,,0,0
2003,9,8,004b,fl,c ,2,24.8,4.74,,0,1.22
2003,9,8,004b,fl,c ,3,15.82,6.29,,0,0
2003,9,8,004b,fl,c ,4,27.85,25.22,,0,0
2003,9,8,004b,fl,c ,5,20.76,2.17,,0,0
2003,9,8,004b,fl,d ,1,29.6,1.23,,0,15.19
2003,9,8,004b,fl,d ,2,59.79,13.54,,0,0
2003,9,8,004b,fl,d ,3,16.13,9.4,,0,0
2003,9,8,004b,fl,d ,4,11.71,11.8,,0,1.15
2003,9,8,004b,fl,d ,5,24.65,2.81,,0,0
2003,9,10,004b,tu,a ,1,26.26,5.25,,0,0
2003,9,10,004b,tu,a ,2,15.87,14.37,,0,0
2003,9,10,004b,tu,a ,3,55.82,10.58,,0,0
2003,9,10,004b,tu,a ,4,13.02,16.81,,0,0
2003,9,10,004b,tu,a ,5,37.17,1.93,,0,17.01
2003,9,10,004b,tu,b ,1,33.06,13.09,,0,0
2003,9,10,004b,tu,b ,2,61.48,11.4,,0,0
2003,9,10,004b,tu,b ,3,21.46,6.42,,0,0
2003,9,10,004b,tu,b ,4,36.48,17.92,,0,0
2003,9,10,004b,tu,b ,5,25.99,23.88,,0,1.1
2003,9,10,004b,tu,c ,1,23.92,33.72,,0,8.78
2003,9,10,004b,tu,c ,2,39.07,9.55,,0,0
2003,9,10,004b,tu,c ,3,37.57,5.88,,0,0
2003,9,10,004b,tu,c ,4,28.24,6.02,,0,0
2003,9,10,004b,tu,c ,5,3.94,23.85,,0,8.66
2003,9,10,004b,tu,d ,1,44.24,6.78,,0,0
2003,9,10,004b,tu,d ,2,5.07,0.18,,0,49.7
2003,9,10,004b,tu,d ,3,0.05,1.08,,0,15.65
2003,9,10,004b,tu,d ,4,64.92,2.05,,0,17.16
2003,9,10,004b,tu,d ,5,57.03,52.64,,0,3.1
2003,9,15,020b,fl,a ,1,27.7,3.25,,29.97,0
2003,9,15,020b,fl,a ,2,15.16,1.66,,45.04,0
2003,9,15,020b,fl,a ,3,12.61,14.16,,33.83,0
2003,9,15,020b,fl,a ,4,1.49,0.96,,44.5,0
2003,9,15,020b,fl,a ,5,55.61,0.02,,102.6,2.19
2003,9,15,020b,fl,b ,1,8.04,2.22,,69.68,10.59
2003,9,15,020b,fl,b ,2,13.71,7.03,,33.42,0
2003,9,15,020b,fl,b ,3,2.35,14.17,,19.6,0
2003,9,15,020b,fl,b ,4,18.06,14.61,,48.18,0
2003,9,15,020b,fl,b ,5,41.22,0,,20.79,0
2003,9,15,020b,fl,c ,1,26.46,17.02,,48.21,0
2003,9,15,020b,fl,c ,2,13.76,3.64,,30.79,0
2003,9,15,020b,fl,c ,3,18.81,6.62,,42.85,0
2003,9,15,020b,fl,c ,4,17.97,12.72,,40.29,0
2003,9,15,020b,fl,c ,5,13.4,11.87,,74.04,0
2003,9,15,020b,fl,d ,1,15.84,14.25,,27.15,0
2003,9,15,020b,fl,d ,2,19.63,1.88,,66.17,0
2003,9,15,020b,fl,d ,3,3.97,13.29,,35.58,10.23
2003,9,15,020b,fl,d ,4,10.08,14.89,,21.01,0
2003,9,15,020b,fl,d ,5,17.61,0.05,,29.7,0
2003,9,15,020b,tu,a ,1,15.38,20.42,,68.15,3.44
2003,9,15,020b,tu,a ,2,7.13,26.32,,79.75,0
2003,9,15,020b,tu,a ,3,3.39,22.87,,89.97,0
2003,9,15,020b,tu,a ,4,15.47,28.1,,97.99,0
2003,9,15,020b,tu,a ,5,18.06,32.25,,67.68,0
2003,9,15,020b,tu,b ,1,39.6,4.64,,67.28,12.52
2003,9,15,020b,tu,b ,2,26.52,6.35,,37.75,0
2003,9,15,020b,tu,b ,3,28.11,65.63,,40.14,7.73
2003,9,15,020b,tu,b ,4,18.03,28.72,,31.8,0
2003,9,15,020b,tu,b ,5,31.31,43.08,,58.54,0
2003,9,15,020b,tu,c ,1,7.59,18.39,,40.55,0.82
2003,9,15,020b,tu,c ,2,27.08,4.11,,56.34,0
2003,9,15,020b,tu,c ,3,44.8,0,,116.3,0
2003,9,15,020b,tu,c ,4,10.97,5.95,,118.62,0
2003,9,15,020b,tu,c ,5,5.55,10.01,,56.5,0
2003,9,15,020b,tu,d ,1,7.7,39.78,,38.15,0
2003,9,15,020b,tu,d ,2,4.86,44.35,,30.73,0
2003,9,15,020b,tu,d ,3,24.89,29.44,,23.65,1.02
2003,9,15,020b,tu,d ,4,4.04,16.19,,24.88,0
2003,9,15,020b,tu,d ,5,6.85,58.07,,80.57,0
2004,9,22,001d,fl,a ,1,51.7,2.18,,0,0
2004,9,22,001d,fl,a ,2,35.73,1.78,,0,0
2004,9,22,001d,fl,a ,3,34.14,5.22,,0,0.11
2004,9,22,001d,fl,a ,4,29.38,2.63,,0,0
2004,9,22,001d,fl,a ,5,30.99,0,,0,47.96
2004,9,22,001d,fl,b ,1,29.72,6.07,,0,0
2004,9,22,001d,fl,b ,2,35.74,10.22,,0,0
2004,9,22,001d,fl,b ,3,28.45,4.64,,0,0
2004,9,22,001d,fl,b ,4,24.34,10.58,,0,0
2004,9,22,001d,fl,b ,5,30.04,5.69,,0,0
2004,9,22,001d,fl,c ,1,28.56,0.35,,0,0
2004,9,22,001d,fl,c ,2,48.5,2.02,,0,0
2004,9,22,001d,fl,c ,3,45.51,3.17,,0,0
2004,9,22,001d,fl,c ,4,40.37,1.81,,0,0.02
2004,9,22,001d,fl,c ,5,32.49,7.83,,0,0
2004,9,22,001d,fl,d ,1,49.3,9.71,,0,0
2004,9,22,001d,fl,d ,2,38.5,23.18,,0,0.4
2004,9,22,001d,fl,d ,3,32.44,3.68,,0,0
2004,9,22,001d,fl,d ,4,33.47,1.11,,0,0
2004,9,22,001d,fl,d ,5,42.99,9.92,,0,0.54
2004,9,27,001d,tu,a ,1,92.81,0.01,,0,0
2004,9,27,001d,tu,a ,2,52.92,11.85,,0,0
2004,9,27,001d,tu,a ,3,79.93,26.43,,0,0
2004,9,27,001d,tu,a ,4,56.93,2.69,,0,0
2004,9,27,001d,tu,a ,5,70.96,2,,0,0
2004,9,27,001d,tu,b ,1,61.35,0.04,,0,0
2004,9,27,001d,tu,b ,2,61.1,0.04,,0,0
2004,9,27,001d,tu,b ,3,61.26,4.71,,0,0
2004,9,27,001d,tu,b ,4,45.47,0.69,,0,0
2004,9,27,001d,tu,b ,5,54.52,0.31,,0,0
2004,9,27,001d,tu,c ,1,46.17,2.74,,0,0
2004,9,27,001d,tu,c ,2,67.61,0.34,,0,0
2004,9,27,001d,tu,c ,3,49.65,0.26,,0,0
2004,9,27,001d,tu,c ,4,80.78,0.06,,0,0
2004,9,27,001d,tu,c ,5,73.89,4.71,,0,0
2004,9,27,001d,tu,d ,1,64.44,6.2,,0,0
2004,9,27,001d,tu,d ,2,46.87,0.37,,0,0
2004,9,27,001d,tu,d ,3,55.49,2.77,,0,0
2004,9,27,001d,tu,d ,4,61.21,0.67,,0,0
2004,9,27,001d,tu,d ,5,47.19,5.27,,0,0
2004,9,10,004b,fl,a ,1,18.54,15.05,,11.61,0
2004,9,10,004b,fl,a ,2,29.48,5.58,,14.51,0
2004,9,10,004b,fl,a ,3,43.13,2.35,,18.64,0
2004,9,10,004b,fl,a ,4,24.3,10.36,,13.58,0
2004,9,10,004b,fl,a ,5,9.23,9.89,,4.92,0
2004,9,10,004b,fl,b ,1,22.05,3.22,,17.23,1.57
2004,9,10,004b,fl,b ,2,21.23,8.43,,8.19,0
2004,9,10,004b,fl,b ,3,19.46,10.11,,27.84,47.92
2004,9,10,004b,fl,b ,4,17.74,2.34,,5.88,0
2004,9,10,004b,fl,b ,5,12.28,9.01,,9.39,0
2004,9,10,004b,fl,c ,1,18.38,6.37,,6.37,0
2004,9,10,004b,fl,c ,2,26.55,2.75,,8.52,0
2004,9,10,004b,fl,c ,3,21.33,16.25,,9.64,0
2004,9,10,004b,fl,c ,4,28.41,6.49,,10.24,0
2004,9,10,004b,fl,c ,5,17.3,19.93,,9.25,0
2004,9,10,004b,fl,d ,1,29.12,2.41,,9.91,0
2004,9,10,004b,fl,d ,2,24.71,7.34,,12.74,0
2004,9,10,004b,fl,d ,3,26.41,8.1,,19.36,0.13
2004,9,10,004b,fl,d ,4,35.21,2.58,,22.77,0
2004,9,10,004b,fl,d ,5,23.54,9.38,,7.59,2.52
2004,9,13,004b,tu,a ,1,22.59,6.42,,8.42,0
2004,9,13,004b,tu,a ,2,41.81,22.18,,10.54,0
2004,9,13,004b,tu,a ,3,37.83,8.41,,11.26,0
2004,9,13,004b,tu,a ,4,33.35,10.27,,19.02,0
2004,9,13,004b,tu,a ,5,60.48,24.24,,29.42,0
2004,9,13,004b,tu,b ,1,60.05,11.3,,10.15,3.95
2004,9,13,004b,tu,b ,2,53.93,4.02,,13.7,0
2004,9,13,004b,tu,b ,3,15.13,152.31,,24.14,0
2004,9,13,004b,tu,b ,4,57.26,9.33,,11.67,1.29
2004,9,13,004b,tu,b ,5,28.68,10.98,,16.05,0
2004,9,13,004b,tu,c ,1,26.77,7.73,,19,0
2004,9,13,004b,tu,c ,2,41.49,4.95,,13.94,0
2004,9,13,004b,tu,c ,3,66.83,18.77,,27.08,19.13
2004,9,13,004b,tu,c ,4,34.16,21.48,,25.86,0
2004,9,13,004b,tu,c ,5,34.82,53.81,,8.52,42.74
2004,9,13,004b,tu,d ,1,9.08,7.21,,48.96,32.71
2004,9,13,004b,tu,d ,2,1.78,10.38,,41.47,0
2004,9,13,004b,tu,d ,3,33.37,10.43,,47.12,4.14
2004,9,13,004b,tu,d ,4,4.69,2.32,,31.57,462.73
2004,9,13,004b,tu,d ,5,0.57,0.34,,36.46,58.64
2004,9,16,020b,fl,a ,1,64.25,2.27,,68.2,0
2004,9,16,020b,fl,a ,2,42.08,14.44,,44.39,0
2004,9,16,020b,fl,a ,3,24.53,6.04,,44.25,0
2004,9,16,020b,fl,a ,4,23.91,8.19,,39.59,0
2004,9,16,020b,fl,a ,5,28.91,10.48,,65.82,0
2004,9,16,020b,fl,b ,1,37.43,0.13,,23.86,0
2004,9,16,020b,fl,b ,2,42.1,2.62,,43.32,0
2004,9,16,020b,fl,b ,3,29.85,0,,91.45,48.01
2004,9,16,020b,fl,b ,4,22.68,15.21,,49.68,0
2004,9,16,020b,fl,b ,5,33.44,11.63,,66.2,0
2004,9,16,020b,fl,c ,1,22.24,16.2,,37.02,0
2004,9,16,020b,fl,c ,2,22.75,8.42,,37.16,5.55
2004,9,16,020b,fl,c ,3,31.35,11.33,,61.44,0
2004,9,16,020b,fl,c ,4,35.84,15.25,,56.99,0
2004,9,16,020b,fl,c ,5,22.98,10.09,,49.97,58.85
2004,9,16,020b,fl,d ,1,19.34,16.75,,57.42,0
2004,9,16,020b,fl,d ,2,44.19,12.08,,54.05,77.01
2004,9,16,020b,fl,d ,3,22.21,13.73,,58.62,0
2004,9,16,020b,fl,d ,4,16.86,24.23,,75.93,0
2004,9,16,020b,fl,d ,5,25.16,24.63,,84.06,0
2004,9,16,020b,tu,a ,1,18.56,33.52,,73.1,0
2004,9,16,020b,tu,a ,2,8.52,40.72,,9.16,0
2004,9,16,020b,tu,a ,3,16.37,22.73,,66.65,0
2004,9,16,020b,tu,a ,4,12.31,36.1,,64.17,0
2004,9,16,020b,tu,a ,5,14.61,27.66,,32.63,0
2004,9,16,020b,tu,b ,1,8.2,36.44,,116.16,14
2004,9,16,020b,tu,b ,2,9.82,11.91,,65.69,0
2004,9,16,020b,tu,b ,3,34.16,2.11,,28.1,0
2004,9,16,020b,tu,b ,4,38.89,25.72,,58.61,2.9
2004,9,16,020b,tu,b ,5,34.21,0.09,,36.24,0.29
2004,9,20,020b,tu,c ,1,26.2,0.16,,29.64,0
2004,9,20,020b,tu,c ,2,21.87,24.45,,24.62,0
2004,9,20,020b,tu,c ,3,12.5,52.5,,43.76,10.75
2004,9,20,020b,tu,c ,4,57.78,1.2,,48.34,0
2004,9,20,020b,tu,c ,5,25.25,1.46,,53.97,44.56
2004,9,20,020b,tu,d ,1,0,0,,56.66,953.87
2004,9,20,020b,tu,d ,2,32.95,0.61,,29.75,0
2004,9,20,020b,tu,d ,3,17.82,9.56,,38.18,2.88
2004,9,20,020b,tu,d ,4,38.06,15.58,,34.19,0
2004,9,20,020b,tu,d ,5,20.3,0.44,,48.95,9.02
2005,9,13,001d,fl,a ,1,26.5,0.08,,0,0
2005,9,13,001d,fl,a ,2,16.94,0.62,,0,0
2005,9,13,001d,fl,a ,3,28.47,0.87,,0,0
2005,9,13,001d,fl,a ,4,27.28,0.93,,0,0
2005,9,13,001d,fl,a ,5,32.87,2.19,,0,1.25
2005,9,13,001d,fl,b ,1,20.9,0,,0,0
2005,9,13,001d,fl,b ,2,27.62,0.67,,0,0
2005,9,13,001d,fl,b ,3,27.12,0.34,,0,0
2005,9,13,001d,fl,b ,4,27.16,0,,0,0
2005,9,13,001d,fl,b ,5,31.74,0.38,,0,0
2005,9,13,001d,fl,c ,1,28.69,1.32,,0,0
2005,9,13,001d,fl,c ,2,23.56,0.63,,0,0
2005,9,13,001d,fl,c ,3,30.48,0.59,,0,0
2005,9,13,001d,fl,c ,4,18.19,1.11,,0,0
2005,9,13,001d,fl,c ,5,36.87,0.26,,0,0.02
2005,9,13,001d,fl,d ,1,17.73,5.61,,0,0
2005,9,13,001d,fl,d ,2,16.59,13.12,,0,0
2005,9,13,001d,fl,d ,3,20.81,1.51,,0,0
2005,9,13,001d,fl,d ,4,25.91,0.13,,0,0.19
2005,9,13,001d,fl,d ,5,32.58,1.73,,0,5.13
2005,9,15,001d,tu,a ,1,43.72,0.67,,0,0
2005,9,15,001d,tu,a ,2,55.26,3.06,,0,0
2005,9,15,001d,tu,a ,3,32.95,8.62,,0,0
2005,9,15,001d,tu,a ,4,49.65,0.58,,0,0
2005,9,15,001d,tu,a ,5,48.61,1.36,,0,0
2005,9,15,001d,tu,b ,1,29.58,5.09,,0,0
2005,9,15,001d,tu,b ,2,41.08,1.31,,0,0
2005,9,15,001d,tu,b ,3,40.05,0.01,,0,0
2005,9,15,001d,tu,b ,4,42.04,1.15,,0,0
2005,9,15,001d,tu,b ,5,53.02,0.01,,0,0
2005,9,15,001d,tu,c ,1,39.51,2.94,,0,0
2005,9,15,001d,tu,c ,2,50.8,3.31,,0,0
2005,9,15,001d,tu,c ,3,61.13,0.17,,0,0.16
2005,9,15,001d,tu,c ,4,49.38,0,,0,0
2005,9,15,001d,tu,c ,5,40.35,0.88,,0,0
2005,9,15,001d,tu,d ,1,54.57,0.21,,0,0
2005,9,15,001d,tu,d ,2,66.53,0.59,,0,0
2005,9,15,001d,tu,d ,3,49.02,0.56,,0,0
2005,9,15,001d,tu,d ,4,39.09,2.84,,0,0
2005,9,15,001d,tu,d ,5,46.51,0.44,,0,0
2005,9,26,004b,fl,a ,1,28.85,3.23,,0,0
2005,9,26,004b,fl,a ,2,31.41,6.1,,0,0
2005,9,26,004b,fl,a ,3,38.24,1.32,,0,0
2005,9,26,004b,fl,a ,4,20.38,9.61,,0,0
2005,9,26,004b,fl,a ,5,12.63,10.61,,0,0
2005,9,26,004b,fl,b ,1,22.38,2.03,,0,0
2005,9,26,004b,fl,b ,2,19.15,0.04,,0,0
2005,9,26,004b,fl,b ,3,21.86,0.9,,0,0
2005,9,26,004b,fl,b ,4,20.06,1.63,,0,0
2005,9,26,004b,fl,b ,5,17.16,0.52,,0,0
2005,9,26,004b,fl,c ,1,17.17,4.05,,0,0
2005,9,26,004b,fl,c ,2,34.7,0,,0,2.68
2005,9,26,004b,fl,c ,3,24.46,0.97,,0,0
2005,9,26,004b,fl,c ,4,27.69,9.44,,0,0
2005,9,26,004b,fl,c ,5,29.69,11.31,,0,6.49
2005,9,26,004b,fl,d ,1,18.63,5.08,,0,0
2005,9,26,004b,fl,d ,2,29.04,1.01,,0,1.72
2005,9,26,004b,fl,d ,3,17.75,3.63,,0,0
2005,9,26,004b,fl,d ,4,33.2,8.85,,0,0
2005,9,26,004b,fl,d ,5,14.44,3.04,,0,0
2005,9,27,004b,tu,a ,1,48.61,11.56,,0,0
2005,9,27,004b,tu,a ,2,26.11,22.03,,0,0
2005,9,27,004b,tu,a ,3,27.68,22.65,,0,0
2005,9,27,004b,tu,a ,4,15.18,12.5,,0,1.93
2005,9,27,004b,tu,a ,5,19.69,32,,0,0
2005,9,27,004b,tu,b ,1,26.15,8.63,,0,0.07
2005,9,27,004b,tu,b ,2,14.26,11.57,,0,26.27
2005,9,27,004b,tu,b ,3,16.61,25.62,,0,0
2005,9,27,004b,tu,b ,4,27.33,4.75,,0,0
2005,9,27,004b,tu,b ,5,22.2,31.2,,0,0
2005,9,27,004b,tu,c ,1,2.78,16.52,,0,5.99
2005,9,27,004b,tu,c ,2,39.09,11.02,,0,8.98
2005,9,27,004b,tu,c ,3,46.6,8.92,,0,5.77
2005,9,27,004b,tu,c ,4,37.29,14.05,,0,0
2005,9,27,004b,tu,c ,5,33.98,14.48,,0,0
2005,9,27,004b,tu,d ,1,78.82,10.88,,0,12.17
2005,9,27,004b,tu,d ,2,0,10.79,,0,10.75
2005,9,27,004b,tu,d ,3,0,1.31,,0,100.26
2005,9,27,004b,tu,d ,4,48.71,25.79,,0,0
2005,9,27,004b,tu,d ,5,11.09,16.31,,0,6.59
2005,9,19,020b,fl,a ,1,5.07,0,,114.43,0
2005,9,19,020b,fl,a ,2,12.86,4.94,,59.79,0
2005,9,19,020b,fl,a ,3,20.96,4.53,,77.9,0
2005,9,19,020b,fl,a ,4,39.58,1.45,,90.39,0
2005,9,19,020b,fl,a ,5,63.16,0.06,,93.48,0
2005,9,19,020b,fl,b ,1,19.95,0.13,,54.99,0
2005,9,19,020b,fl,b ,2,22.25,0.16,,37.82,0
2005,9,19,020b,fl,b ,3,12.01,0.89,,40.69,0
2005,9,19,020b,fl,b ,4,38,1.17,,60.22,0
2005,9,19,020b,fl,b ,5,15.82,1.01,,32.59,0.78
2005,9,19,020b,fl,c ,1,26.65,10.21,,57.63,0
2005,9,19,020b,fl,c ,2,18.67,1.85,,81.5,0
2005,9,19,020b,fl,c ,3,16.56,11.26,,47.8,0
2005,9,19,020b,fl,c ,4,29.38,13.87,,77.61,0
2005,9,19,020b,fl,c ,5,32.54,2.9,,72.48,0
2005,9,19,020b,fl,d ,1,15.88,6.91,,48.52,0
2005,9,19,020b,fl,d ,2,20.63,1.45,,28.34,0
2005,9,19,020b,fl,d ,3,17.68,1.91,,40.25,2.5
2005,9,19,020b,fl,d ,4,33.37,3.16,,57.12,0
2005,9,19,020b,fl,d ,5,40.85,1.94,,61.63,0
2005,9,20,020b,tu,a ,1,32.17,17.2,,100.96,0
2005,9,20,020b,tu,a ,2,9.84,13.09,,36.2,0
2005,9,20,020b,tu,a ,3,26.21,16.05,,74.94,40.64
2005,9,20,020b,tu,a ,4,39.96,12.44,,54.1,0
2005,9,20,020b,tu,a ,5,15.72,9.04,,47.88,0
2005,9,20,020b,tu,b ,1,22.51,2.05,,59.12,0
2005,9,20,020b,tu,b ,2,28.89,9.74,,45.42,0
2005,9,20,020b,tu,b ,3,32.73,6.25,,51.49,24.64
